Type Name,Base Type,Value Name,Value,Comment
,,fr301_korea,475,
,,fr301_taiwan,494,
,,fr405,717,Forerunner 405
,,fr50,782,Forerunner 50
,,fr405_japan,987,
,,fr60,988,Forerunner 60
,,dsi_alf01,1011,
,,fr310xt,1018,Forerunner 310
,,edge500,1036,
,,fr110,1124,Forerunner 110
,,edge800,1169,
,,edge500_taiwan,1199,
,,edge500_japan,1213,
,,chirp,1253,
,,fr110_japan,1274,
,,edge200,1325,
,,fr910xt,1328,
,,edge800_taiwan,1333,
,,edge800_japan,1334,
,,alf04,1341,
,,fr610,1345,
,,fr210_japan,1360,
,,vector_ss,1380,
,,vector_cp,1381,
,,edge800_china,1386,
,,edge500_china,1387,
,,approach_g10,1405,
,,fr610_japan,1410,
,,edge500_korea,1422,
,,fr70,1436,
,,fr310xt_4t,1446,
,,amx,1461,
,,fr10,1482,
,,edge800_korea,1497,
,,swim,1499,
,,fr910xt_china,1537,
,,fenix,1551,
,,edge200_taiwan,1555,
,,edge510,1561,
,,edge810,1567,
,,tempe,1570,
,,fr910xt_japan,1600,
,,fr620,1623,
,,fr220,1632,
,,fr910xt_korea,1664,
,,fr10_japan,1688,
,,edge810_japan,1721,
,,virb_elite,1735,
,,edge_touring,1736,Also Edge Touring Plus
,,edge510_japan,1742,
,,hrm_tri,1743,Also HRM-Swim
,,hrm_run,1752,
,,fr920xt,1765,
,,edge510_asia,1821,
,,edge810_china,1822,
,,edge810_taiwan,1823,
,,edge1000,1836,
,,vivo_fit,1837,
,,virb_remote,1853,
,,vivo_ki,1885,
,,fr15,1903,
,,vivo_active,1907,
,,edge510_korea,1918,
,,fr620_japan,1928,
,,fr620_china,1929,
,,fr220_japan,1930,
,,fr220_china,1931,
,,approach_s6,1936,
,,vivo_smart,1956,
,,fenix2,1967,
,,epix,1988,
,,fenix3,2050,
,,edge1000_taiwan,2052,
,,edge1000_japan,2053,
,,fr15_japan,2061,
,,edge520,2067,
,,edge1000_china,2070,
,,fr620_russia,2072,
,,fr220_russia,2073,
,,vector_s,2079,
,,edge1000_korea,2100,
,,fr920xt_taiwan,2130,
,,fr920xt_china,2131,
,,fr920xt_japan,2132,
,,virbx,2134,
,,vivo_smart_apac,2135,
,,etrex_touch,2140,
,,edge25,2147,
,,fr25,2148,
,,vivo_fit2,2150,
,,fr225,2153,
,,fr630,2156,
,,fr230,2157,
,,fr735xt,2158,
,,vivo_active_apac,2160,
,,vector_2,2161,
,,vector_2s,2162,
,,virbxe,2172,
,,fr620_taiwan,2173,
,,fr220_taiwan,2174,
,,truswing,2175,
,,d2airvenu,2187,
,,fenix3_china,2188,
,,fenix3_twn,2189,
,,varia_headlight,2192,
,,varia_taillight_old,2193,
,,edge_explore_1000,2204,
,,fr225_asia,2219,
,,varia_radar_taillight,2225,
,,varia_radar_display,2226,
,,edge20,2238,
,,edge520_asia,2260,
,,edge520_japan,2261,
,,d2_bravo,2262,
,,approach_s20,2266,
,,vivo_smart2,2271,
,,edge1000_thai,2274,
,,varia_remote,2276,
,,edge25_asia,2288,
,,edge25_jpn,2289,
,,edge20_asia,2290,
,,approach_x40,2292,
,,fenix3_japan,2293,
,,vivo_smart_emea,2294,
,,fr630_asia,2310,
,,fr630_jpn,2311,
,,fr230_jpn,2313,
,,hrm4_run,2327,
,,epix_japan,2332,
,,vivo_active_hr,2337,
,,vivo_smart_gps_hr,2347,
,,vivo_smart_hr,2348,
,,vivo_smart_hr_asia,2361,
,,vivo_smart_gps_hr_asia,2362,
,,vivo_move,2368,
,,varia_taillight,2379,
,,fr235_asia,2396,
,,fr235_japan,2397,
,,varia_vision,2398,
,,vivo_fit3,2406,
,,fenix3_korea,2407,
,,fenix3_sea,2408,
,,fenix3_hr,2413,
,,virb_ultra_30,2417,
,,index_smart_scale,2429,
,,fr235,2431,
,,fenix3_chronos,2432,
,,oregon7xx,2441,
,,rino7xx,2444,
,,epix_korea,2457,
,,fenix3_hr_chn,2473,
,,fenix3_hr_twn,2474,
,,fenix3_hr_jpn,2475,
,,fenix3_hr_sea,2476,
,,fenix3_hr_kor,2477,
,,nautix,2496,
,,vivo_active_hr_apac,2497,
,,oregon7xx_ww,2512,
,,edge_820,2530,
,,edge_explore_820,2531,
,,fr735xt_apac,2533,
,,fr735xt_japan,2534,
,,fenix5s,2544,
,,d2_bravo_titanium,2547,
,,varia_ut800,2567,Varia UT 800 SW
,,running_dynamics_pod,2593,
,,edge_820_china,2599,
,,edge_820_japan,2600,
,,fenix5x,2604,
,,vivo_fit_jr,2606,
,,vivo_smart3,2622,
,,vivo_sport,2623,
,,edge_820_taiwan,2628,
,,edge_820_korea,2629,
,,edge_820_sea,2630,
,,fr35_hebrew,2650,
,,approach_s60,2656,
,,fr35_apac,2667,
,,fr35_japan,2668,
,,fenix3_chronos_asia,2675,
,,virb_360,2687,
,,fr935,2691,
,,fenix5,2697,
,,vivoactive3,2700,
,,fr235_china_nfc,2733,
,,foretrex_601_701,2769,
,,vivo_move_hr,2772,
,,edge_1030,2713,
,,fr35_sea,2727,
,,vector_3,2787,
,,fenix5_asia,2796,
,,fenix5s_asia,2797,
,,fenix5x_asia,2798,
,,approach_z80,2806,
,,fr35_korea,2814,
,,d2charlie,2819,
,,vivo_smart3_apac,2831,
,,vivo_sport_apac,2832,
,,fr935_asia,2833,
,,descent,2859,
,,vivo_fit4,2878,
,,fr645,2886,
,,fr645m,2888,
,,fr30,2891,
,,fenix5s_plus,2900,
,,Edge_130,2909,
,,edge_1030_asia,2924,
,,vivosmart_4,2927,
,,vivo_move_hr_asia,2945,
,,approach_x10,2962,
,,fr30_asia,2977,
,,vivoactive3m_w,2988,
,,fr645_asia,3003,
,,fr645m_asia,3004,
,,edge_explore,3011,
,,gpsmap66,3028,
,,approach_s10,3049,
,,vivoactive3m_l,3066,
,,approach_g80,3085,
,,edge_130_asia,3092,
,,edge_1030_bontrager,3095,
,,fenix5_plus,3110,
,,fenix5x_plus,3111,
,,edge_520_plus,3112,
,,fr945,3113,
,,edge_530,3121,
,,edge_830,3122,
,,instinct_esports,3126,
,,fenix5s_plus_apac,3134,
,,fenix5x_plus_apac,3135,
,,edge_520_plus_apac,3142,
,,fr235l_asia,3144,
,,fr245_asia,3145,
,,vivo_active3m_apac,3163,
,,gen3_bsm,3192,gen3 bike speed sensor
,,gen3_bcm,3193,gen3 bike cadence sensor
,,vivo_smart4_asia,3218,
,,vivoactive4_small,3224,
,,vivoactive4_large,3225,
,,venu,3226,
,,marq_driver,3246,
,,marq_aviator,3247,
,,marq_captain,3248,
,,marq_commander,3249,
,,marq_expedition,3250,
,,marq_athlete,3251,
,,descent_mk2,3258,
,,gpsmap66i,3284,
,,fenix6S_sport,3287,
,,fenix6S,3288,
,,fenix6_sport,3289,
,,fenix6,3290,
,,fenix6x,3291,
,,hrm_dual,3299,HRM-Dual
,,hrm_pro,3300,HRM-Pro
,,vivo_move3_premium,3308,
,,approach_s40,3314,
,,fr245m_asia,3321,
,,edge_530_apac,3349,
,,edge_830_apac,3350,
,,vivo_move3,3378,
,,vivo_active4_small_asia,3387,
,,vivo_active4_large_asia,3388,
,,vivo_active4_oled_asia,3389,
,,swim2,3405,
,,marq_driver_asia,3420,
,,marq_aviator_asia,3421,
,,vivo_move3_asia,3422,
,,fr945_asia,3441,
,,vivo_active3t_chn,3446,
,,marq_captain_asia,3448,
,,marq_commander_asia,3449,
,,marq_expedition_asia,3450,
,,marq_athlete_asia,3451,
,,instinct_solar,3466,
,,fr45_asia,3469,
,,vivoactive3_daimler,3473,
,,legacy_rey,3498,
,,legacy_darth_vader,3499,
,,legacy_captain_marvel,3500,
,,legacy_first_avenger,3501,
,,fenix6s_sport_asia,3512,
,,fenix6s_asia,3513,
,,fenix6_sport_asia,3514,
,,fenix6_asia,3515,
,,fenix6x_asia,3516,
,,legacy_captain_marvel_asia,3535,
,,legacy_first_avenger_asia,3536,
,,legacy_rey_asia,3537,
,,legacy_darth_vader_asia,3538,
,,descent_mk2s,3542,
,,edge_130_plus,3558,
,,edge_1030_plus,3570,
,,rally_200,3578,Rally 100/200 Power Meter Series
,,fr745,3589,
,,venusq,3600,
,,lily,3615,
,,marq_adventurer,3624,
,,enduro,3638,
,,swim2_apac,3639,
,,marq_adventurer_asia,3648,
,,fr945_lte,3652,
,,descent_mk2_asia,3702,Mk2 and Mk2i
,,venu2,3703,
,,venu2s,3704,
,,venu_daimler_asia,3737,
,,marq_golfer,3739,
,,venu_daimler,3740,
,,fr745_asia,3794,
,,lily_asia,3809,
,,edge_1030_plus_asia,3812,
,,edge_130_plus_asia,3813,
,,approach_s12,3823,
,,enduro_asia,3872,
,,venusq_asia,3837,
,,edge_1040,3843,
,,marq_golfer_asia,3850,
,,venu2_plus,3851,
,,fr55,3869,
,,instinct_2,3888,
,,fenix7s,3905,
,,fenix7,3906,
,,fenix7x,3907,
,,fenix7s_apac,3908,
,,fenix7_apac,3909,
,,fenix7x_apac,3910,
,,approach_g12, 3927,
,,descent_mk2s_asia,3930,
,,approach_s42,3934,
,,epix_gen2,3943,
,,epix_gen2_apac,3944,
,,venu2s_asia,3949,
,,venu2_asia,3950,
,,fr945_lte_asia,3978,
,,vivo_move_sport,3982,
,,approach_S12_asia,3986,
,,fr255_music,3990,
,,fr255_small_music,3991,
,,fr255,3992,
,,fr255_small,3993,
,,approach_g12_asia, 4001,
,,approach_s42_asia,4002,
,,descent_g1,4005,
,,venu2_plus_asia,4017,
,,fr955,4024,
,,fr55_asia,4033,
,,vivosmart_5,4063,
,,instinct_2_asia,4071,
,,marq_gen2,4105,"Adventurer, Athlete, Captain, Golfer"
,,venusq2,4115,
,,venusq2music,4116,
,,marq_gen2_aviator,4124,
,,d2_air_x10,4125,
,,hrm_pro_plus,4130,
,,descent_g1_asia,4132,
,,tactix7,4135,
,,instinct_crossover,4155,
,,edge_explore2,4169,
,,tacx_neo_smart,4265,"Neo Smart, Tacx"
,,tacx_neo2_smart,4266,"Neo 2 Smart, Tacx"
,,tacx_neo2_t_smart,4267,"Neo 2T Smart, Tacx"
,,tacx_neo_smart_bike,4268,"Neo Smart Bike, Tacx"
,,tacx_satori_smart,4269,"Satori Smart, Tacx"
,,tacx_flow_smart,4270,"Flow Smart, Tacx"
,,tacx_vortex_smart,4271,"Vortex Smart, Tacx"
,,tacx_bushido_smart,4272,"Bushido Smart, Tacx"
,,tacx_genius_smart,4273,"Genius Smart, Tacx"
,,tacx_flux_flux_s_smart,4274,"Flux/Flux S Smart, Tacx"
,,tacx_flux2_smart,4275,"Flux 2 Smart, Tacx"
,,tacx_magnum,4276,"Magnum, Tacx"
,,edge_1040_asia,4305,
,,enduro2,4341,
,,sdm4,10007,SDM4 footpod
,,edge_remote,10014,
,,tacx_training_app_win,20533,
,,tacx_training_app_mac,20534,
,,tacx_training_app_mac_catalyst,20565,
,,training_center,20119,
,,tacx_training_app_android,30045,
,,tacx_training_app_ios,30046,
,,tacx_training_app_legacy,30047,
,,connectiq_simulator,65531,
,,android_antplus_plugin,65532,
,,connect,65534,Garmin Connect website
antplus_device_type,uint8,,,
,,antfs,1,
,,bike_power,11,
,,environment_sensor_legacy,12,
,,multi_sport_speed_distance,15,
,,control,16,
,,fitness_equipment,17,
,,blood_pressure,18,
,,geocache_node,19,
,,light_electric_vehicle,20,
,,env_sensor,25,
,,racquet,26,
,,control_hub,27,
,,muscle_oxygen,31,
,,shifting,34,
,,bike_light_main,35,
,,bike_light_shared,36,
,,exd,38,
,,bike_radar,40,
,,bike_aero,46,
,,weight_scale,119,
,,heart_rate,120,
,,bike_speed_cadence,121,
,,bike_cadence,122,
,,bike_speed,123,
,,stride_speed_distance,124,
ant_network,enum,,,
,,public,0,
,,antplus,1,
,,antfs,2,
,,private,3,
workout_capabilities,uint32z,,,
,,interval,0x00000001,
,,custom,0x00000002,
,,fitness_equipment,0x00000004,
,,firstbeat,0x00000008,
,,new_leaf,0x00000010,
,,tcx,0x00000020,For backwards compatibility. Watch should add missing id fields then clear flag.
,,speed,0x00000080,Speed source required for workout step.
,,heart_rate,0x00000100,Heart rate source required for workout step.
,,distance,0x00000200,Distance source required for workout step.
,,cadence,0x00000400,Cadence source required for workout step.
,,power,0x00000800,Power source required for workout step.
,,grade,0x00001000,Grade source required for workout step.
,,resistance,0x00002000,Resistance source required for workout step.
,,protected,0x00004000,
battery_status,uint8,,,
,,new,1,
,,good,2,
,,ok,3,
,,low,4,
,,critical,5,
,,charging,6,
,,unknown,7,
hr_type,enum,,,
,,normal,0,
,,irregular,1,
course_capabilities,uint32z,,,
,,processed,0x00000001,
,,valid,0x00000002,
,,time,0x00000004,
,,distance,0x00000008,
,,position,0x00000010,
,,heart_rate,0x00000020,
,,power,0x00000040,
,,cadence,0x00000080,
,,training,0x00000100,
,,navigation,0x00000200,
,,bikeway,0x00000400,
,,aviation,0x00001000,Denote course files to be used as flight plans
weight,uint16,,,
,,calculating,0xFFFE,
workout_hr,uint32,,,0 - 100 indicates% of max hr; >100 indicates bpm (255 max) plus 100
,,bpm_offset,100,
workout_power,uint32,,,0 - 1000 indicates % of functional threshold power; >1000 indicates watts plus 1000.
,,watts_offset,1000,
bp_status,enum,,,
,,no_error,0,
,,error_incomplete_data,1,
,,error_no_measurement,2,
,,error_data_out_of_range,3,
,,error_irregular_heart_rate,4,
user_local_id,uint16,,,
,,local_min,0x0000,
,,local_max,0x000F,
,,stationary_min,0x0010,
,,stationary_max,0x00FF,
,,portable_min,0x0100,
,,portable_max,0xFFFE,
swim_stroke,enum,,,
,,freestyle,0,
,,backstroke,1,
,,breaststroke,2,
,,butterfly,3,
,,drill,4,
,,mixed,5,
,,im,6,"IM is a mixed interval containing the same number of lengths for each of: Butterfly, Backstroke, Breaststroke, Freestyle, swam in that order."
activity_type,enum,,,
,,generic,0,
,,running,1,
,,cycling,2,
,,transition,3,Mulitsport transition
,,fitness_equipment,4,
,,swimming,5,
,,walking,6,
,,sedentary,8,
,,all,254,All is for goals only to include all sports.
activity_subtype,enum,,,
,,generic,0,
,,treadmill,1,Run
,,street,2,Run
,,trail,3,Run
,,track,4,Run
,,spin,5,Cycling
,,indoor_cycling,6,Cycling
,,road,7,Cycling
,,mountain,8,Cycling
,,downhill,9,Cycling
,,recumbent,10,Cycling
,,cyclocross,11,Cycling
,,hand_cycling,12,Cycling
,,track_cycling,13,Cycling
,,indoor_rowing,14,Fitness Equipment
,,elliptical,15,Fitness Equipment
,,stair_climbing,16,Fitness Equipment
,,lap_swimming,17,Swimming
,,open_water,18,Swimming
,,all,254,
activity_level,enum,,,
,,low,0,
,,medium,1,
,,high,2,
side,enum,,,
,,right,0,
,,left,1,
left_right_balance,uint8,,,
,,mask,0x7F,% contribution
,,right,0x80,"data corresponds to right if set, otherwise unknown"
left_right_balance_100,uint16,,,
,,mask,0x3FFF,% contribution scaled by 100
,,right,0x8000,"data corresponds to right if set, otherwise unknown"
length_type,enum,,,
,,idle,0,Rest period. Length with no strokes
,,active,1,Length with strokes.
day_of_week,enum,,,
,,sunday,0,
,,monday,1,
,,tuesday,2,
,,wednesday,3,
,,thursday,4,
,,friday,5,
,,saturday,6,
connectivity_capabilities,uint32z,,,
,,bluetooth,0x00000001,
,,bluetooth_le,0x00000002,
,,ant,0x00000004,
,,activity_upload,0x00000008,
,,course_download,0x00000010,
,,workout_download,0x00000020,
,,live_track,0x00000040,
,,weather_conditions,0x00000080,
,,weather_alerts,0x00000100,
,,gps_ephemeris_download,0x00000200,
,,explicit_archive,0x00000400,
,,setup_incomplete,0x00000800,
,,continue_sync_after_software_update,0x00001000,
,,connect_iq_app_download,0x00002000,
,,golf_course_download,0x00004000,
,,device_initiates_sync,0x00008000,Indicates device is in control of initiating all syncs
,,connect_iq_watch_app_download,0x00010000,
,,connect_iq_widget_download,0x00020000,
,,connect_iq_watch_face_download,0x00040000,
,,connect_iq_data_field_download,0x00080000,
,,connect_iq_app_managment,0x00100000,Device supports delete and reorder of apps via GCM
,,swing_sensor,0x00200000,
,,swing_sensor_remote,0x00400000,
,,incident_detection,0x00800000,Device supports incident detection
,,audio_prompts,0x01000000,
,,wifi_verification,0x02000000,Device supports reporting wifi verification via GCM
,,true_up,0x04000000,Device supports True Up
,,find_my_watch,0x08000000,Device supports Find My Watch
,,remote_manual_sync,0x10000000,
,,live_track_auto_start,0x20000000,Device supports LiveTrack auto start
,,live_track_messaging,0x40000000,Device supports LiveTrack Messaging
,,instant_input,0x80000000,Device supports instant input feature
weather_report,enum,,,
,,current,0,
,,forecast,1,Deprecated use hourly_forecast instead
,,hourly_forecast,1,
,,daily_forecast,2,
weather_status,enum,,,
,,clear,0,
,,partly_cloudy,1,
,,mostly_cloudy,2,
,,rain,3,
,,snow,4,
,,windy,5,
,,thunderstorms,6,
,,wintry_mix,7,
,,fog,8,
,,hazy,11,
,,hail,12,
,,scattered_showers,13,
,,scattered_thunderstorms,14,
,,unknown_precipitation,15,
,,light_rain,16,
,,heavy_rain,17,
,,light_snow,18,
,,heavy_snow,19,
,,light_rain_snow,20,
,,heavy_rain_snow,21,
,,cloudy,22,
weather_severity,enum,,,
,,unknown,0,
,,warning,1,
,,watch,2,
,,advisory,3,
,,statement,4,
weather_severe_type,enum,,,
,,unspecified,0,
,,tornado,1,
,,tsunami,2,
,,hurricane,3,
,,extreme_wind,4,
,,typhoon,5,
,,inland_hurricane,6,
,,hurricane_force_wind,7,
,,waterspout,8,
,,severe_thunderstorm,9,
,,wreckhouse_winds,10,
,,les_suetes_wind,11,
,,avalanche,12,
,,flash_flood,13,
,,tropical_storm,14,
,,inland_tropical_storm,15,
,,blizzard,16,
,,ice_storm,17,
,,freezing_rain,18,
,,debris_flow,19,
,,flash_freeze,20,
,,dust_storm,21,
,,high_wind,22,
,,winter_storm,23,
,,heavy_freezing_spray,24,
,,extreme_cold,25,
,,wind_chill,26,
,,cold_wave,27,
,,heavy_snow_alert,28,
,,lake_effect_blowing_snow,29,
,,snow_squall,30,
,,lake_effect_snow,31,
,,winter_weather,32,
,,sleet,33,
,,snowfall,34,
,,snow_and_blowing_snow,35,
,,blowing_snow,36,
,,snow_alert,37,
,,arctic_outflow,38,
,,freezing_drizzle,39,
,,storm,40,
,,storm_surge,41,
,,rainfall,42,
,,areal_flood,43,
,,coastal_flood,44,
,,lakeshore_flood,45,
,,excessive_heat,46,
,,heat,47,
,,weather,48,
,,high_heat_and_humidity,49,
,,humidex_and_health,50,
,,humidex,51,
,,gale,52,
,,freezing_spray,53,
,,special_marine,54,
,,squall,55,
,,strong_wind,56,
,,lake_wind,57,
,,marine_weather,58,
,,wind,59,
,,small_craft_hazardous_seas,60,
,,hazardous_seas,61,
,,small_craft,62,
,,small_craft_winds,63,
,,small_craft_rough_bar,64,
,,high_water_level,65,
,,ashfall,66,
,,freezing_fog,67,
,,dense_fog,68,
,,dense_smoke,69,
,,blowing_dust,70,
,,hard_freeze,71,
,,freeze,72,
,,frost,73,
,,fire_weather,74,
,,flood,75,
,,rip_tide,76,
,,high_surf,77,
,,smog,78,
,,air_quality,79,
,,brisk_wind,80,
,,air_stagnation,81,
,,low_water,82,
,,hydrological,83,
,,special_weather,84,
time_into_day,uint32,,,number of seconds into the day since 00:00:00 UTC
localtime_into_day,uint32,,,number of seconds into the day since local 00:00:00
stroke_type,enum,,,
,,no_event,0,
,,other,1,stroke was detected but cannot be identified
,,serve,2,
,,forehand,3,
,,backhand,4,
,,smash,5,
body_location,enum,,,
,,left_leg,0,
,,left_calf,1,
,,left_shin,2,
,,left_hamstring,3,
,,left_quad,4,
,,left_glute,5,
,,right_leg,6,
,,right_calf,7,
,,right_shin,8,
,,right_hamstring,9,
,,right_quad,10,
,,right_glute,11,
,,torso_back,12,
,,left_lower_back,13,
,,left_upper_back,14,
,,right_lower_back,15,
,,right_upper_back,16,
,,torso_front,17,
,,left_abdomen,18,
,,left_chest,19,
,,right_abdomen,20,
,,right_chest,21,
,,left_arm,22,
,,left_shoulder,23,
,,left_bicep,24,
,,left_tricep,25,
,,left_brachioradialis,26,Left anterior forearm
,,left_forearm_extensors,27,Left posterior forearm
,,right_arm,28,
,,right_shoulder,29,
,,right_bicep,30,
,,right_tricep,31,
,,right_brachioradialis,32,Right anterior forearm
,,right_forearm_extensors,33,Right posterior forearm
,,neck,34,
,,throat,35,
,,waist_mid_back,36,
,,waist_front,37,
,,waist_left,38,
,,waist_right,39,
segment_lap_status,enum,,,
,,end,0,
,,fail,1,
segment_leaderboard_type,enum,,,
,,overall,0,
,,personal_best,1,
,,connections,2,
,,group,3,
,,challenger,4,
,,kom,5,
,,qom,6,
,,pr,7,
,,goal,8,
,,rival,9,
,,club_leader,10,
segment_delete_status,enum,,,
,,do_not_delete,0,
,,delete_one,1,
,,delete_all,2,
segment_selection_type,enum,,,
,,starred,0,
,,suggested,1,
source_type,enum,,,
,,ant,0,External device connected with ANT
,,antplus,1,External device connected with ANT+
,,bluetooth,2,External device connected with BT
,,bluetooth_low_energy,3,External device connected with BLE
,,wifi,4,External device connected with Wifi
,,local,5,Onboard device
local_device_type,uint8,,,
,,gps,0,Onboard gps receiver
,,glonass,1,Onboard glonass receiver
,,gps_glonass,2,Onboard gps glonass receiver
,,accelerometer,3,Onboard sensor
,,barometer,4,Onboard sensor
,,temperature,5,Onboard sensor
,,whr,10,Onboard wrist HR sensor
,,sensor_hub,12,Onboard software package
ble_device_type,uint8,,,
,,connected_gps,0,GPS that is provided over a proprietary bluetooth service
,,heart_rate,1,
,,bike_power,2,
,,bike_speed_cadence,3,
,,bike_speed,4,
,,bike_cadence,5,
,,footpod,6,
,,bike_trainer,7,Indoor-Bike FTMS protocol
display_orientation,enum,,,
,,auto,0,automatic if the device supports it
,,portrait,1,
,,landscape,2,
,,portrait_flipped,3,portrait mode but rotated 180 degrees
,,landscape_flipped,4,landscape mode but rotated 180 degrees
workout_equipment,enum,,,
,,none,0,
,,swim_fins,1,
,,swim_kickboard,2,
,,swim_paddles,3,
,,swim_pull_buoy,4,
,,swim_snorkel,5,
watchface_mode,enum,,,
,,digital,0,
,,analog,1,
,,connect_iq,2,
,,disabled,3,
digital_watchface_layout,enum,,,
,,traditional,0,
,,modern,1,
,,bold,2,
analog_watchface_layout,enum,,,
,,minimal,0,
,,traditional,1,
,,modern,2,
rider_position_type,enum,,,
,,seated,0,
,,standing,1,
,,transition_to_seated,2,
,,transition_to_standing,3,
power_phase_type,enum,,,
,,power_phase_start_angle,0,
,,power_phase_end_angle,1,
,,power_phase_arc_length,2,
,,power_phase_center,3,
camera_event_type,enum,,,
,,video_start,0,Start of video recording
,,video_split,1,"Mark of video file split (end of one file, beginning of the other)"
,,video_end,2,End of video recording
,,photo_taken,3,Still photo taken
,,video_second_stream_start,4,
,,video_second_stream_split,5,
,,video_second_stream_end,6,
,,video_split_start,7,Mark of video file split start
,,video_second_stream_split_start,8,
,,video_pause,11,Mark when a video recording has been paused
,,video_second_stream_pause,12,
,,video_resume,13,Mark when a video recording has been resumed
,,video_second_stream_resume,14,
sensor_type,enum,,,
,,accelerometer,0,
,,gyroscope,1,
,,compass,2,Magnetometer
,,barometer,3,
bike_light_network_config_type,enum,,,
,,auto,0,
,,individual,4,
,,high_visibility,5,
,,trail,6,
comm_timeout_type,uint16,,,
,,wildcard_pairing_timeout,0,Timeout pairing to any device
,,pairing_timeout,1,Timeout pairing to previously paired device
,,connection_lost,2,Temporary loss of communications
,,connection_timeout,3,Connection closed due to extended bad communications
camera_orientation_type,enum,,,
,,camera_orientation_0,0,
,,camera_orientation_90,1,
,,camera_orientation_180,2,
,,camera_orientation_270,3,
attitude_stage,enum,,,
,,failed,0,
,,aligning,1,
,,degraded,2,
,,valid,3,
attitude_validity,uint16,,,
,,track_angle_heading_valid,0x0001,
,,pitch_valid,0x0002,
,,roll_valid,0x0004,
,,lateral_body_accel_valid,0x0008,
,,normal_body_accel_valid,0x0010,
,,turn_rate_valid,0x0020,
,,hw_fail,0x0040,
,,mag_invalid,0x0080,
,,no_gps,0x0100,
,,gps_invalid,0x0200,
,,solution_coasting,0x0400,
,,true_track_angle,0x0800,
,,magnetic_heading,0x1000,
auto_sync_frequency,enum,,,
,,never,0,
,,occasionally,1,
,,frequent,2,
,,once_a_day,3,
,,remote,4,
exd_layout,enum,,,
,,full_screen,0,
,,half_vertical,1,
,,half_horizontal,2,
,,half_vertical_right_split,3,
,,half_horizontal_bottom_split,4,
,,full_quarter_split,5,
,,half_vertical_left_split,6,
,,half_horizontal_top_split,7,
,,dynamic,8,The EXD may display the configured concepts in any layout it sees fit.
exd_display_type,enum,,,
,,numerical,0,
,,simple,1,
,,graph,2,
,,bar,3,
,,circle_graph,4,
,,virtual_partner,5,
,,balance,6,
,,string_list,7,
,,string,8,
,,simple_dynamic_icon,9,
,,gauge,10,
exd_data_units,enum,,,
,,no_units,0,
,,laps,1,
,,miles_per_hour,2,
,,kilometers_per_hour,3,
,,feet_per_hour,4,
,,meters_per_hour,5,
,,degrees_celsius,6,
,,degrees_farenheit,7,
,,zone,8,
,,gear,9,
,,rpm,10,
,,bpm,11,
,,degrees,12,
,,millimeters,13,
,,meters,14,
,,kilometers,15,
,,feet,16,
,,yards,17,
,,kilofeet,18,
,,miles,19,
,,time,20,
,,enum_turn_type,21,
,,percent,22,
,,watts,23,
,,watts_per_kilogram,24,
,,enum_battery_status,25,
,,enum_bike_light_beam_angle_mode,26,
,,enum_bike_light_battery_status,27,
,,enum_bike_light_network_config_type,28,
,,lights,29,
,,seconds,30,
,,minutes,31,
,,hours,32,
,,calories,33,
,,kilojoules,34,
,,milliseconds,35,
,,second_per_mile,36,
,,second_per_kilometer,37,
,,centimeter,38,
,,enum_course_point,39,
,,bradians,40,
,,enum_sport,41,
,,inches_hg,42,
,,mm_hg,43,
,,mbars,44,
,,hecto_pascals,45,
,,feet_per_min,46,
,,meters_per_min,47,
,,meters_per_sec,48,
,,eight_cardinal,49,
exd_qualifiers,enum,,,
,,no_qualifier,0,
,,instantaneous,1,
,,average,2,
,,lap,3,
,,maximum,4,
,,maximum_average,5,
,,maximum_lap,6,
,,last_lap,7,
,,average_lap,8,
,,to_destination,9,
,,to_go,10,
,,to_next,11,
,,next_course_point,12,
,,total,13,
,,three_second_average,14,
,,ten_second_average,15,
,,thirty_second_average,16,
,,percent_maximum,17,
,,percent_maximum_average,18,
,,lap_percent_maximum,19,
,,elapsed,20,
,,sunrise,21,
,,sunset,22,
,,compared_to_virtual_partner,23,
,,maximum_24h,24,
,,minimum_24h,25,
,,minimum,26,
,,first,27,
,,second,28,
,,third,29,
,,shifter,30,
,,last_sport,31,
,,moving,32,
,,stopped,33,
,,estimated_total,34,
,,zone_9,242,
,,zone_8,243,
,,zone_7,244,
,,zone_6,245,
,,zone_5,246,
,,zone_4,247,
,,zone_3,248,
,,zone_2,249,
,,zone_1,250,
exd_descriptors,enum,,,
,,bike_light_battery_status,0,
,,beam_angle_status,1,
,,batery_level,2,
,,light_network_mode,3,
,,number_lights_connected,4,
,,cadence,5,
,,distance,6,
,,estimated_time_of_arrival,7,
,,heading,8,
,,time,9,
,,battery_level,10,
,,trainer_resistance,11,
,,trainer_target_power,12,
,,time_seated,13,
,,time_standing,14,
,,elevation,15,
,,grade,16,
,,ascent,17,
,,descent,18,
,,vertical_speed,19,
,,di2_battery_level,20,
,,front_gear,21,
,,rear_gear,22,
,,gear_ratio,23,
,,heart_rate,24,
,,heart_rate_zone,25,
,,time_in_heart_rate_zone,26,
,,heart_rate_reserve,27,
,,calories,28,
,,gps_accuracy,29,
,,gps_signal_strength,30,
,,temperature,31,
,,time_of_day,32,
,,balance,33,
,,pedal_smoothness,34,
,,power,35,
,,functional_threshold_power,36,
,,intensity_factor,37,
,,work,38,
,,power_ratio,39,
,,normalized_power,40,
,,training_stress_Score,41,
